Region/Country/Area,Country/Area name,Year,Variables,"Teaching staff at the primary, lower secondary and upper secondary levels"
484,Mexico,2005,Teachers at primary level,"519,112"
484,Mexico,2005,Teachers with minimum required qualifications at primary level,94.9
484,Mexico,2005,Teachers at lower secondary level,"356,540"
484,Mexico,2005,Teachers with minimum required qualifications at lower secondary level,88.1
484,Mexico,2005,Teachers at upper secondary level,"236,911"
484,Mexico,2005,Teachers with minimum required qualifications at upper secondary level,91.2
484,Mexico,2010,Teachers at primary level,"529,599"
484,Mexico,2010,Teachers with minimum required qualifications at primary level,95.6
484,Mexico,2010,Teachers at lower secondary level,"394,955"
484,Mexico,2010,Teachers with minimum required qualifications at lower secondary level,89.8
484,Mexico,2010,Teachers at upper secondary level,"257,185"
484,Mexico,2010,Teachers with minimum required qualifications at upper secondary level,92.8
484,Mexico,2012,Teachers at primary level,"533,866"
484,Mexico,2012,Teachers with minimum required qualifications at primary level,96.0
484,Mexico,2012,Teachers at lower secondary level,"410,704"
484,Mexico,2012,Teachers with minimum required qualifications at lower secondary level,90.6
484,Mexico,2012,Teachers at upper secondary level,"273,545"
484,Mexico,2012,Teachers with minimum required qualifications at upper secondary level,93.5
484,Mexico,2015,Teachers at primary level,"574,276"
484,Mexico,2015,Teachers with minimum required qualifications at primary level,84.4
484,Mexico,2021,Teachers at primary level,"568,857"
484,Mexico,2021,Teachers with minimum required qualifications at primary level,90.9
484,Mexico,2021,Teachers at lower secondary level,"437,706"
484,Mexico,2021,Teachers at upper secondary level,"408,267"
484,Mexico,2022,Teachers at primary level,"567,929"
484,Mexico,2022,Teachers at lower secondary level,"441,631"
484,Mexico,2022,Teachers at upper secondary level,"419,513"
583,Micronesia (Fed. States of),2015,Teachers at primary level,46
583,Micronesia (Fed. States of),2015,Teachers at lower secondary level,"1,259"
583,Micronesia (Fed. States of),2015,Teachers with minimum required qualifications at lower secondary level,6.3
583,Micronesia (Fed. States of),2015,Teachers at upper secondary level,662
583,Micronesia (Fed. States of),2015,Teachers with minimum required qualifications at upper secondary level,2.3
583,Micronesia (Fed. States of),2021,Teachers at primary level,864
583,Micronesia (Fed. States of),2021,Teachers with minimum required qualifications at primary level,27.5
583,Micronesia (Fed. States of),2021,Teachers at lower secondary level,489
583,Micronesia (Fed. States of),2021,Teachers with minimum required qualifications at lower secondary level,31.7
583,Micronesia (Fed. States of),2021,Teachers at upper secondary level,402
583,Micronesia (Fed. States of),2021,Teachers with minimum required qualifications at upper secondary level,30.3
583,Micronesia (Fed. States of),2022,Teachers at primary level,811
583,Micronesia (Fed. States of),2022,Teachers at lower secondary level,257
492,Monaco,2001,Teachers at primary level,89
492,Monaco,2001,Teachers at lower secondary level,110
492,Monaco,2001,Teachers at upper secondary level,166
492,Monaco,2015,Teachers at primary level,155
492,Monaco,2023,Teachers at primary level,184
492,Monaco,2023,Teachers with minimum required qualifications at primary level,77.2
492,Monaco,2023,Teachers at lower secondary level,209
492,Monaco,2023,Teachers with minimum required qualifications at lower secondary level,68.4
492,Monaco,2023,Teachers at upper secondary level,234
492,Monaco,2023,Teachers with minimum required qualifications at upper secondary level,74.8
496,Mongolia,2005,Teachers at primary level,"7,338"
496,Mongolia,2005,Teachers with minimum required qualifications at primary level,100.0
496,Mongolia,2005,Teachers at lower secondary level,"10,171"
496,Mongolia,2005,Teachers with minimum required qualifications at lower secondary level,100.0
496,Mongolia,2005,Teachers at upper secondary level,"4,970"
496,Mongolia,2005,Teachers with minimum required qualifications at upper secondary level,100.0
496,Mongolia,2006,Teachers at primary level,"7,562"
496,Mongolia,2006,Teachers with minimum required qualifications at primary level,100.0
496,Mongolia,2006,Teachers at lower secondary level,"10,795"
496,Mongolia,2006,Teachers with minimum required qualifications at lower secondary level,100.0
496,Mongolia,2006,Teachers at upper secondary level,"5,412"
496,Mongolia,2006,Teachers with minimum required qualifications at upper secondary level,100.0
496,Mongolia,2007,Teachers at primary level,"7,572"
496,Mongolia,2007,Teachers with minimum required qualifications at primary level,100.0
496,Mongolia,2007,Teachers at lower secondary level,"10,287"
496,Mongolia,2007,Teachers with minimum required qualifications at lower secondary level,100.0
496,Mongolia,2010,Teachers at primary level,"9,060"
496,Mongolia,2010,Teachers with minimum required qualifications at primary level,97.6
496,Mongolia,2014,Teachers at primary level,"8,795"
496,Mongolia,2014,Teachers with minimum required qualifications at primary level,100.0
496,Mongolia,2015,Teachers at primary level,"8,901"
496,Mongolia,2022,Teachers at primary level,"11,509"
496,Mongolia,2022,Teachers with minimum required qualifications at primary level,99.7
496,Mongolia,2022,Teachers at lower secondary level,"25,983"
499,Montenegro,2015,Teachers at upper secondary level,"2,388"
499,Montenegro,2022,Teachers at upper secondary level,"2,104"
500,Montserrat,2005,Teachers at primary level,25
500,Montserrat,2005,Teachers with minimum required qualifications at primary level,80.0
500,Montserrat,2005,Teachers at lower secondary level,16
500,Montserrat,2005,Teachers with minimum required qualifications at lower secondary level,50.0
500,Montserrat,2005,Teachers at upper secondary level,10
500,Montserrat,2005,Teachers with minimum required qualifications at upper secondary level,50.0
500,Montserrat,2009,Teachers at primary level,37
500,Montserrat,2009,Teachers with minimum required qualifications at primary level,59.5
500,Montserrat,2009,Teachers at lower secondary level,16
500,Montserrat,2009,Teachers with minimum required qualifications at lower secondary level,43.8
500,Montserrat,2009,Teachers at upper secondary level,11
500,Montserrat,2009,Teachers with minimum required qualifications at upper secondary level,45.5
500,Montserrat,2014,Teachers at primary level,40
500,Montserrat,2014,Teachers with minimum required qualifications at primary level,72.5
500,Montserrat,2019,Teachers at primary level,29
500,Montserrat,2019,Teachers with minimum required qualifications at primary level,75.9
500,Montserrat,2020,Teachers at primary level,29
504,Morocco,2004,Teachers at primary level,"147,730"
504,Morocco,2004,Teachers at lower secondary level,"60,010"
504,Morocco,2004,Teachers at upper secondary level,"40,357"
504,Morocco,2005,Teachers at primary level,"148,438"
504,Morocco,2005,Teachers with minimum required qualifications at primary level,100.0
504,Morocco,2008,Teachers at primary level,"146,187"
504,Morocco,2008,Teachers with minimum required qualifications at primary level,100.0
504,Morocco,2008,Teachers at upper secondary level,"43,049"
504,Morocco,2008,Teachers with minimum required qualifications at upper secondary level,100.0
504,Morocco,2009,Teachers at primary level,"144,722"
504,Morocco,2009,Teachers with minimum required qualifications at primary level,100.0
504,Morocco,2009,Teachers at upper secondary level,"47,350"
504,Morocco,2010,Teachers at primary level,"150,367"
504,Morocco,2010,Teachers with minimum required qualifications at primary level,100.0
504,Morocco,2015,Teachers at primary level,"156,072"
504,Morocco,2015,Teachers with minimum required qualifications at primary level,100.0
504,Morocco,2022,Teachers at primary level,"175,292"
504,Morocco,2022,Teachers with minimum required qualifications at primary level,100.0
504,Morocco,2022,Teachers at lower secondary level,"83,390"
504,Morocco,2022,Teachers with minimum required qualifications at lower secondary level,100.0
504,Morocco,2022,Teachers at upper secondary level,"73,860"
504,Morocco,2022,Teachers with minimum required qualifications at upper secondary level,100.0
508,Mozambique,2005,Teachers at primary level,"59,434"
508,Mozambique,2005,Teachers with minimum required qualifications at primary level,59.8
508,Mozambique,2005,Teachers at lower secondary level,"7,416"
508,Mozambique,2005,Teachers at upper secondary level,"2,093"
508,Mozambique,2008,Teachers at primary level,"76,558"
508,Mozambique,2008,Teachers with minimum required qualifications at primary level,67.0
508,Mozambique,2008,Teachers at lower secondary level,"10,935"
508,Mozambique,2008,Teachers with minimum required qualifications at lower secondary level,61.7
508,Mozambique,2008,Teachers at upper secondary level,"3,017"
508,Mozambique,2008,Teachers with minimum required qualifications at upper secondary level,77.0
508,Mozambique,2009,Teachers at primary level,"82,753"
508,Mozambique,2009,Teachers with minimum required qualifications at primary level,71.2
508,Mozambique,2009,Teachers at lower secondary level,"12,281"
508,Mozambique,2009,Teachers at upper secondary level,"3,772"
508,Mozambique,2010,Teachers at primary level,"90,236"
508,Mozambique,2010,Teachers with minimum required qualifications at primary level,75.9
508,Mozambique,2013,Teachers at primary level,"101,372"
508,Mozambique,2013,Teachers with minimum required qualifications at primary level,87.3
508,Mozambique,2013,Teachers at lower secondary level,"18,215"
508,Mozambique,2013,Teachers with minimum required qualifications at lower secondary level,85.2
508,Mozambique,2013,Teachers at upper secondary level,"5,888"
508,Mozambique,2013,Teachers with minimum required qualifications at upper secondary level,95.1
508,Mozambique,2015,Teachers at primary level,"107,976"
508,Mozambique,2015,Teachers with minimum required qualifications at primary level,93.2
508,Mozambique,2022,Teachers at primary level,"133,644"
508,Mozambique,2022,Teachers with minimum required qualifications at primary level,99.2
104,Myanmar,2004,Teachers at primary level,"154,151"
104,Myanmar,2004,Teachers with minimum required qualifications at primary level,76.4
104,Myanmar,2004,Teachers at lower secondary level,"57,395"
104,Myanmar,2004,Teachers with minimum required qualifications at lower secondary level,79.7
104,Myanmar,2004,Teachers at upper secondary level,"19,609"
104,Myanmar,2004,Teachers with minimum required qualifications at upper secondary level,97.8
104,Myanmar,2005,Teachers at primary level,"160,110"
104,Myanmar,2005,Teachers at lower secondary level,"58,488"
104,Myanmar,2005,Teachers at upper secondary level,"19,656"
104,Myanmar,2005,Teachers with minimum required qualifications at upper secondary level,98.0
104,Myanmar,2010,Teachers at primary level,"181,666"
104,Myanmar,2010,Teachers with minimum required qualifications at primary level,99.9
104,Myanmar,2010,Teachers at lower secondary level,"59,897"
104,Myanmar,2010,Teachers with minimum required qualifications at lower secondary level,98.3
104,Myanmar,2010,Teachers at upper secondary level,"23,806"
104,Myanmar,2010,Teachers with minimum required qualifications at upper secondary level,100.0
104,Myanmar,2014,Teachers at primary level,"187,828"
104,Myanmar,2014,Teachers with minimum required qualifications at primary level,99.5
104,Myanmar,2014,Teachers at lower secondary level,"70,063"
104,Myanmar,2014,Teachers with minimum required qualifications at lower secondary level,93.2
104,Myanmar,2014,Teachers at upper secondary level,"30,283"
104,Myanmar,2014,Teachers with minimum required qualifications at upper secondary level,95.2
104,Myanmar,2018,Teachers at primary level,"217,561"
104,Myanmar,2018,Teachers with minimum required qualifications at primary level,95.3
104,Myanmar,2018,Teachers at lower secondary level,"106,459"
104,Myanmar,2018,Teachers with minimum required qualifications at lower secondary level,89.5
104,Myanmar,2018,Teachers at upper secondary level,"47,201"
104,Myanmar,2018,Teachers with minimum required qualifications at upper secondary level,87.7
516,Namibia,2005,Teachers at primary level,"13,113"
516,Namibia,2005,Teachers with minimum required qualifications at primary level,92.4
516,Namibia,2010,Teachers at primary level,"13,652"
516,Namibia,2010,Teachers with minimum required qualifications at primary level,96.4
516,Namibia,2015,Teachers at primary level,"16,803"
516,Namibia,2015,Teachers with minimum required qualifications at primary level,87.4
516,Namibia,2017,Teachers at primary level,"18,070"
516,Namibia,2017,Teachers with minimum required qualifications at primary level,86.6
516,Namibia,2017,Teachers at lower secondary level,"5,994"
516,Namibia,2017,Teachers at upper secondary level,"5,349"
516,Namibia,2022,Teachers at primary level,"19,729"
516,Namibia,2022,Teachers with minimum required qualifications at primary level,99.3
