Region/Country/Area,Country/Area name,Year,Variables,"Ratio of girls to boys in primary, lower secondary and upper secondary education"
528,Netherlands (Kingdom of the),2015,Ratio of girls to boys in upper secondary education,1.06
528,Netherlands (Kingdom of the),2020,Ratio of girls to boys in upper secondary education,1.06
528,Netherlands (Kingdom of the),2021,Ratio of girls to boys in upper secondary education,1.06
554,New Zealand,1995,Ratio of girls to boys in primary education,1.00
554,New Zealand,2005,Ratio of girls to boys in primary education,0.99
554,New Zealand,2010,Ratio of girls to boys in primary education,1.00
554,New Zealand,2015,Ratio of girls to boys in primary education,1.00
554,New Zealand,2020,Ratio of girls to boys in primary education,1.00
554,New Zealand,2021,Ratio of girls to boys in primary education,1.00
554,New Zealand,1995,Ratio of girls to boys in lower secondary education,1.00
554,New Zealand,2005,Ratio of girls to boys in lower secondary education,0.99
554,New Zealand,2010,Ratio of girls to boys in lower secondary education,0.99
554,New Zealand,2015,Ratio of girls to boys in lower secondary education,1.00
554,New Zealand,2020,Ratio of girls to boys in lower secondary education,1.00
554,New Zealand,2021,Ratio of girls to boys in lower secondary education,1.00
554,New Zealand,1995,Ratio of girls to boys in upper secondary education,0.96
554,New Zealand,2005,Ratio of girls to boys in upper secondary education,1.11
554,New Zealand,2010,Ratio of girls to boys in upper secondary education,1.08
554,New Zealand,2015,Ratio of girls to boys in upper secondary education,1.11
554,New Zealand,2020,Ratio of girls to boys in upper secondary education,1.11
554,New Zealand,2021,Ratio of girls to boys in upper secondary education,1.10
558,Nicaragua,1995,Ratio of girls to boys in primary education,1.01
558,Nicaragua,2005,Ratio of girls to boys in primary education,0.95
558,Nicaragua,2010,Ratio of girls to boys in primary education,0.96
558,Nicaragua,2015,Ratio of girls to boys in primary education,0.97
558,Nicaragua,2020,Ratio of girls to boys in primary education,0.97
558,Nicaragua,2021,Ratio of girls to boys in primary education,0.97
558,Nicaragua,2005,Ratio of girls to boys in lower secondary education,1.04
558,Nicaragua,2010,Ratio of girls to boys in lower secondary education,1.03
558,Nicaragua,2005,Ratio of girls to boys in upper secondary education,1.20
558,Nicaragua,2010,Ratio of girls to boys in upper secondary education,1.19
562,Niger,1995,Ratio of girls to boys in primary education,0.62
562,Niger,2005,Ratio of girls to boys in primary education,0.71
562,Niger,2010,Ratio of girls to boys in primary education,0.81
562,Niger,2015,Ratio of girls to boys in primary education,0.85
562,Niger,2020,Ratio of girls to boys in primary education,0.90
562,Niger,2021,Ratio of girls to boys in primary education,0.91
562,Niger,2022,Ratio of girls to boys in primary education,0.93
562,Niger,1995,Ratio of girls to boys in lower secondary education,0.54
562,Niger,2005,Ratio of girls to boys in lower secondary education,0.68
562,Niger,2010,Ratio of girls to boys in lower secondary education,0.72
562,Niger,2015,Ratio of girls to boys in lower secondary education,0.72
562,Niger,2005,Ratio of girls to boys in upper secondary education,0.62
562,Niger,2010,Ratio of girls to boys in upper secondary education,0.58
562,Niger,2015,Ratio of girls to boys in upper secondary education,0.79
566,Nigeria,1995,Ratio of girls to boys in primary education,0.82
566,Nigeria,2005,Ratio of girls to boys in primary education,0.84
566,Nigeria,2010,Ratio of girls to boys in primary education,0.90
566,Nigeria,2015,Ratio of girls to boys in primary education,0.93
566,Nigeria,2020,Ratio of girls to boys in primary education,0.99
566,Nigeria,2021,Ratio of girls to boys in primary education,0.99
566,Nigeria,2005,Ratio of girls to boys in lower secondary education,0.85
566,Nigeria,2010,Ratio of girls to boys in lower secondary education,0.88
566,Nigeria,2015,Ratio of girls to boys in lower secondary education,0.93
566,Nigeria,2020,Ratio of girls to boys in lower secondary education,0.99
566,Nigeria,2021,Ratio of girls to boys in lower secondary education,0.99
566,Nigeria,2005,Ratio of girls to boys in upper secondary education,0.80
566,Nigeria,2010,Ratio of girls to boys in upper secondary education,0.86
566,Nigeria,2015,Ratio of girls to boys in upper secondary education,0.90
566,Nigeria,2020,Ratio of girls to boys in upper secondary education,0.99
566,Nigeria,2021,Ratio of girls to boys in upper secondary education,0.99
570,Niue,2005,Ratio of girls to boys in primary education,1.07
570,Niue,2015,Ratio of girls to boys in primary education,0.84
570,Niue,2020,Ratio of girls to boys in primary education,1.00
570,Niue,2021,Ratio of girls to boys in primary education,0.89
570,Niue,2015,Ratio of girls to boys in lower secondary education,1.14
570,Niue,2020,Ratio of girls to boys in lower secondary education,0.82
570,Niue,2021,Ratio of girls to boys in lower secondary education,1.04
570,Niue,2022,Ratio of girls to boys in lower secondary education,0.96
570,Niue,2015,Ratio of girls to boys in upper secondary education,0.90
570,Niue,2020,Ratio of girls to boys in upper secondary education,0.76
570,Niue,2021,Ratio of girls to boys in upper secondary education,0.76
570,Niue,2022,Ratio of girls to boys in upper secondary education,0.78
807,North Macedonia,1995,Ratio of girls to boys in primary education,0.98
807,North Macedonia,2005,Ratio of girls to boys in primary education,1.01
807,North Macedonia,2010,Ratio of girls to boys in primary education,1.00
807,North Macedonia,2015,Ratio of girls to boys in primary education,1.01
807,North Macedonia,2020,Ratio of girls to boys in primary education,1.00
807,North Macedonia,2021,Ratio of girls to boys in primary education,1.01
807,North Macedonia,2022,Ratio of girls to boys in primary education,1.01
807,North Macedonia,2005,Ratio of girls to boys in lower secondary education,0.99
807,North Macedonia,2010,Ratio of girls to boys in lower secondary education,1.01
807,North Macedonia,2015,Ratio of girls to boys in lower secondary education,1.00
807,North Macedonia,2020,Ratio of girls to boys in lower secondary education,1.00
807,North Macedonia,2021,Ratio of girls to boys in lower secondary education,0.99
807,North Macedonia,2022,Ratio of girls to boys in lower secondary education,1.01
807,North Macedonia,2005,Ratio of girls to boys in upper secondary education,0.93
807,North Macedonia,2010,Ratio of girls to boys in upper secondary education,0.97
807,North Macedonia,2015,Ratio of girls to boys in upper secondary education,1.00
807,North Macedonia,2020,Ratio of girls to boys in upper secondary education,0.99
807,North Macedonia,2021,Ratio of girls to boys in upper secondary education,1.02
807,North Macedonia,2022,Ratio of girls to boys in upper secondary education,1.02
578,Norway,1995,Ratio of girls to boys in primary education,1.00
578,Norway,2005,Ratio of girls to boys in primary education,1.00
578,Norway,2010,Ratio of girls to boys in primary education,1.00
578,Norway,2015,Ratio of girls to boys in primary education,1.00
578,Norway,2020,Ratio of girls to boys in primary education,1.00
578,Norway,2021,Ratio of girls to boys in primary education,1.00
578,Norway,1995,Ratio of girls to boys in lower secondary education,1.00
578,Norway,2005,Ratio of girls to boys in lower secondary education,1.01
578,Norway,2010,Ratio of girls to boys in lower secondary education,1.00
578,Norway,2015,Ratio of girls to boys in lower secondary education,1.01
578,Norway,2020,Ratio of girls to boys in lower secondary education,1.02
578,Norway,2021,Ratio of girls to boys in lower secondary education,1.03
578,Norway,1995,Ratio of girls to boys in upper secondary education,0.91
578,Norway,2005,Ratio of girls to boys in upper secondary education,1.02
578,Norway,2010,Ratio of girls to boys in upper secondary education,0.98
578,Norway,2015,Ratio of girls to boys in upper secondary education,0.94
578,Norway,2020,Ratio of girls to boys in upper secondary education,0.91
578,Norway,2021,Ratio of girls to boys in upper secondary education,0.92
512,Oman,1995,Ratio of girls to boys in primary education,0.97
512,Oman,2005,Ratio of girls to boys in primary education,1.02
512,Oman,2015,Ratio of girls to boys in primary education,1.04
512,Oman,2020,Ratio of girls to boys in primary education,1.04
512,Oman,2021,Ratio of girls to boys in primary education,1.01
512,Oman,2022,Ratio of girls to boys in primary education,1.02
512,Oman,1995,Ratio of girls to boys in lower secondary education,0.92
512,Oman,2005,Ratio of girls to boys in lower secondary education,0.93
512,Oman,2015,Ratio of girls to boys in lower secondary education,1.00
512,Oman,2020,Ratio of girls to boys in lower secondary education,0.98
512,Oman,2021,Ratio of girls to boys in lower secondary education,0.99
512,Oman,2022,Ratio of girls to boys in lower secondary education,0.99
512,Oman,1995,Ratio of girls to boys in upper secondary education,1.16
512,Oman,2005,Ratio of girls to boys in upper secondary education,1.01
512,Oman,2015,Ratio of girls to boys in upper secondary education,0.99
512,Oman,2020,Ratio of girls to boys in upper secondary education,0.98
512,Oman,2021,Ratio of girls to boys in upper secondary education,0.95
512,Oman,2022,Ratio of girls to boys in upper secondary education,0.96
586,Pakistan,2005,Ratio of girls to boys in primary education,0.77
586,Pakistan,2010,Ratio of girls to boys in primary education,0.84
586,Pakistan,2015,Ratio of girls to boys in primary education,0.84
586,Pakistan,2021,Ratio of girls to boys in primary education,0.85
586,Pakistan,2005,Ratio of girls to boys in lower secondary education,0.74
586,Pakistan,2010,Ratio of girls to boys in lower secondary education,0.79
586,Pakistan,2015,Ratio of girls to boys in lower secondary education,0.81
586,Pakistan,2021,Ratio of girls to boys in lower secondary education,0.86
586,Pakistan,2010,Ratio of girls to boys in upper secondary education,0.76
586,Pakistan,2015,Ratio of girls to boys in upper secondary education,0.75
586,Pakistan,2021,Ratio of girls to boys in upper secondary education,0.82
585,Palau,2020,Ratio of girls to boys in primary education,1.05
585,Palau,2021,Ratio of girls to boys in primary education,0.99
585,Palau,2020,Ratio of girls to boys in lower secondary education,1.00
585,Palau,2021,Ratio of girls to boys in lower secondary education,1.16
585,Palau,2005,Ratio of girls to boys in upper secondary education,1.15
585,Palau,2020,Ratio of girls to boys in upper secondary education,1.02
585,Palau,2021,Ratio of girls to boys in upper secondary education,1.00
591,Panama,2005,Ratio of girls to boys in primary education,0.97
591,Panama,2010,Ratio of girls to boys in primary education,0.97
591,Panama,2015,Ratio of girls to boys in primary education,0.98
591,Panama,2020,Ratio of girls to boys in primary education,0.99
591,Panama,2021,Ratio of girls to boys in primary education,0.99
591,Panama,2022,Ratio of girls to boys in primary education,0.99
591,Panama,2005,Ratio of girls to boys in lower secondary education,1.02
591,Panama,2010,Ratio of girls to boys in lower secondary education,1.01
591,Panama,2015,Ratio of girls to boys in lower secondary education,1.02
591,Panama,2020,Ratio of girls to boys in lower secondary education,1.02
591,Panama,2021,Ratio of girls to boys in lower secondary education,1.00
591,Panama,2022,Ratio of girls to boys in lower secondary education,1.02
591,Panama,2005,Ratio of girls to boys in upper secondary education,1.13
591,Panama,2010,Ratio of girls to boys in upper secondary education,1.14
591,Panama,2015,Ratio of girls to boys in upper secondary education,1.12
591,Panama,2021,Ratio of girls to boys in upper secondary education,1.09
598,Papua New Guinea,1995,Ratio of girls to boys in primary education,0.94
598,Papua New Guinea,2005,Ratio of girls to boys in primary education,0.90
600,Paraguay,1995,Ratio of girls to boys in primary education,0.98
600,Paraguay,2005,Ratio of girls to boys in primary education,0.98
600,Paraguay,2010,Ratio of girls to boys in primary education,0.97
600,Paraguay,2015,Ratio of girls to boys in primary education,0.97
600,Paraguay,2020,Ratio of girls to boys in primary education,0.98
600,Paraguay,2021,Ratio of girls to boys in primary education,0.99
600,Paraguay,2022,Ratio of girls to boys in primary education,0.99
600,Paraguay,2005,Ratio of girls to boys in lower secondary education,1.02
600,Paraguay,2010,Ratio of girls to boys in lower secondary education,1.04
600,Paraguay,2020,Ratio of girls to boys in lower secondary education,1.02
600,Paraguay,2021,Ratio of girls to boys in lower secondary education,1.05
600,Paraguay,2022,Ratio of girls to boys in lower secondary education,1.02
600,Paraguay,2005,Ratio of girls to boys in upper secondary education,1.06
600,Paraguay,2010,Ratio of girls to boys in upper secondary education,1.08
600,Paraguay,2015,Ratio of girls to boys in upper secondary education,1.09
600,Paraguay,2020,Ratio of girls to boys in upper secondary education,1.11
600,Paraguay,2021,Ratio of girls to boys in upper secondary education,1.16
600,Paraguay,2022,Ratio of girls to boys in upper secondary education,1.12
604,Peru,1995,Ratio of girls to boys in primary education,0.97
604,Peru,2005,Ratio of girls to boys in primary education,0.99
